ID,Street,HouseNumber,Box,Floor,City,PostalCode,Region,District,Province,PropertyType,PropertySubType,Price,SaleType,ConstructionYear,BedroomCount,LivingArea,KitchenType,Furnished,Fireplace,Terrace,TerraceArea,Garden,GardenArea,Facades,SwimmingPool,Condition,EPCScore,Latitude,Longitude,PropertyUrl,Property url
11147112,Potvlietlaan,"1, 9",,9,Berchem,2600,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,189000,residential_sale,1976,2,90,SEMI_EQUIPPED,,1,1,12,,,2,,GOOD,C,51.2044084,4.4427596,,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11147112
11149593,Kruisbekstraat,13, 302,3,MERKSEM,2170,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,249000,residential_sale,1967,3,96,INSTALLED,,0,,,,,2,,GOOD,B,51.2558069,4.436032,,https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/11149593
11171325,Pieter Reypenslei,48 V3R, 7,3,Mortsel,2640,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,257500,residential_sale,1980,2,85,INSTALLED,0,1,1,6,1,,2,,GOOD,C,51.1693471,4.4528653,,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/11171325
11147393,Leopoldstraat,63, 5V,5,ANTWERPEN,2000,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,167000,residential_sale,1967,1,38,SEMI_EQUIPPED,,0,1,3,,,2,,JUST_RENOVATED,C,51.2133243,4.4074277,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11147393
11147394,Leopoldstraat,63, 5V,5,ANTWERPEN,2000,FLANDERS,Antwerp,Antwerp,APARTMENT,FLAT_STUDIO,167000,residential_sale,1967,1,38,SEMI_EQUIPPED,,0,1,3,,,2,,JUST_RENOVATED,C,51.2133243,4.4074277,,https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerpen/2000/11147394
11153901,Haspengouwstraat ,33, 2v,2,HOBOKEN,2660,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,249900,residential_sale,2007,2,100,INSTALLED,,0,1,10,,,2,,AS_NEW,A,51.1825491,4.3602193,,https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/11153901
10772848,Cellebroederstraat,11,,5,Antwerpen,2000,FLANDERS,Antwerp,Antwerp,APARTMENT,PENTHOUSE,2850000,residential_sale,2023,3,268,HYPER_EQUIPPED,1,1,,,,,3,,AS_NEW,A,51.2188123,4.4122402,,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen/2000/10772848
11160220,Charlottalei,33, 5V,5,ANTWERPEN,2018,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,179000,residential_sale,1977,1,53,INSTALLED,,0,,,,,2,,JUST_RENOVATED,B,51.2082366,4.4193195,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/11160220
11166079,Smalvoortstraat,12, V1,1,Turnhout,2300,FLANDERS,Turnhout,Antwerp,APARTMENT,APARTMENT,179000,residential_sale,1965,2,87,INSTALLED,0,1,1,9,1,,2,,GOOD,C,51.3155162,4.950998,,https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/11166079
11167480,Potvlietlaan,10, 10v,10,BERCHEM,2600,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,219000,residential_sale,1974,2,100,INSTALLED,,0,1,6,,,2,,AS_NEW,B,51.2044903,4.4425387,,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11167480
11166867,Ruggeveldlaan,715, 3v,3,DEURNE,2100,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,279500,residential_sale,1963,3,129,INSTALLED,,0,1,14,,,,,TO_BE_DONE_UP,B,51.2294115,4.478656,,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/11166867
11153103,Jos Ratinckxstraat,"1, A032",,3,Berchem,2600,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,269000,residential_sale,1975,2,120,INSTALLED,,1,1,20,,,2,,GOOD,C,51.18348,4.44273,,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11153103
11156330,Bredabaan,405, 5001,5,Brasschaat,2930,FLANDERS,Antwerp,Antwerp,APARTMENT,PENTHOUSE,995000,residential_sale,1996,2,315,HYPER_EQUIPPED,1,1,1,40,,,2,,AS_NEW,B,51.290962,4.4937539,,https://www.immoweb.be/en/classified/penthouse/for-sale/brasschaat/2930/11156330
11038612,Lambrechtshoekenlaan,74,,5,Antwerpen Merksem,2170,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,175000,residential_sale,1978,2,98,INSTALLED,0,0,1,9,,,2,0,TO_RENOVATE,B,51.2458839,4.4309891,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-merksem/2170/11038612
10829703,Nieuwstraat,10, 6,2,Willebroek,2830,FLANDERS,Mechelen,Antwerp,APARTMENT,APARTMENT,185250,residential_sale,1990,2,83,SEMI_EQUIPPED,,1,1,,,,2,,TO_BE_DONE_UP,D,51.06062,4.3613824,,https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/10829703
11142083,Montebellostraat,2, 207,2,ANTWERPEN,2018,FLANDERS,Antwerp,Antwerp,APARTMENT,FLAT_STUDIO,187000,residential_sale,1970,1,42,INSTALLED,,0,1,7,,,2,,AS_NEW,B,51.2081873,4.4082537,,https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerpen/2018/11142083
11132277,Te Couwelaarlei,101, 501,5,DEURNE,2100,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,189000,residential_sale,1965,3,97,SEMI_EQUIPPED,,0,1,3,,,3,,GOOD,D,51.2233142,4.4584671,,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/11132277
11078948,Rooiboslaan,186,,17,WILRIJK,2610,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,199000,residential_sale,1972,2,100,INSTALLED,,0,1,15,,,,,AS_NEW,B,51.1768956,4.3824973,,https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/11078948
11136340,Dambruggestraat,58,,2,Antwerp,2060,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,205000,residential_sale,1950,1,62,USA_INSTALLED,,1,,,,,2,,JUST_RENOVATED,B,51.2203616,4.4233121,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2060/11136340
11079381,Dendermondsesteenweg,11, 1.2,1,WILLEBROEK,2830,FLANDERS,Mechelen,Antwerp,APARTMENT,APARTMENT,205000,residential_sale,2008,1,65,HYPER_EQUIPPED,,0,1,5,,,,,GOOD,B,51.0604508,4.3592377,,https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/11079381
10786910,Stationssteenweg,"2, C",,1,Kessel,2560,FLANDERS,Mechelen,Antwerp,APARTMENT,APARTMENT,209000,residential_sale,1977,2,83,SEMI_EQUIPPED,,1,1,12,,,2,,GOOD,B,51.1456222,4.6239589,,https://www.immoweb.be/en/classified/apartment/for-sale/kessel/2560/10786910
11079961,Fruithoflaan,116,,5,Berchem,2600,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,210000,residential_sale,1965,2,102,SEMI_EQUIPPED,,1,1,20,,,,,TO_BE_DONE_UP,B,51.1853172,4.4404271,,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11079961
11154659,Kipdorp,50,,0,Antwerp,2000,FLANDERS,Antwerp,Antwerp,APARTMENT,DUPLEX,275000,residential_sale,1789,1,85,,0,0,,,,,,,GOOD,B,51.2206082,4.4089242,,https://www.immoweb.be/en/classified/duplex/for-sale/antwerp/2000/11154659
11156131,Sint Antoniuslei,29, 2001,2,Brasschaat,2930,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,289000,residential_sale,1970,3,112,,,1,,,,,2,,AS_NEW,C,51.2932005,4.4454392,,https://www.immoweb.be/en/classified/apartment/for-sale/brasschaat/2930/11156131
11156242,Hugo Schiltzplein,3,204,2,Antwerpen (2050),2050,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,319000,residential_sale,2019,2,80,,,0,,,,,,,GOOD,A,51.2186097,4.3650682,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2050/2050/11156242
11154661,Jan van Rijswijcklaan,153,,5,Antwerp,2018,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,639000,residential_sale,1926,4,186,,,0,1,4,,,2,,AS_NEW,B,51.1946205,4.403306,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2018/11154661
11042891,Ter Heydelaan,173-175, 3VR,3,DEURNE,2100,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,179000,residential_sale,1984,2,90,INSTALLED,,0,1,3,,,2,,AS_NEW,A,51.2272141,4.4636447,,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/11042891
11078962,Wouter Haecklaan,1, 6F,6,DEURNE,2100,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,189500,residential_sale,1965,2,95,INSTALLED,,0,1,3,,,,,TO_BE_DONE_UP,B,51.2136896,4.4584884,,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/11078962
11101873,Statielei,24, 5,3,Mortsel,2640,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,215000,residential_sale,1950,2,85,INSTALLED,,1,,,,,,,GOOD,E,51.1703496,4.452214,,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/11101873
11132103,Edegemsestraat,46, 2V,2,MORTSEL,2640,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,349000,residential_sale,2023,3,112,INSTALLED,,0,1,17,,,2,,JUST_RENOVATED,A,51.1693926,4.4471953,,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/11132103
11116703,Edegemsestraat,46, 2V,2,MORTSEL,2640,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,349000,residential_sale,2023,3,112,INSTALLED,,0,1,17,,,2,,JUST_RENOVATED,A,51.1693926,4.4471953,,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/11116703
11000362,Camille Huysmanslaan,75,5,2,Antwerp,2020,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,400000,residential_sale,1936,4,125,,,0,1,4,,,2,,GOOD,B,51.1907603,4.3924447,,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2020/11000362
