,PropertyUrl,ID,Street,HouseNumber,Box,Floor,City,PostalCode,Region,District,Province,PropertyType,PropertySubType,Price,SaleType,ConstructionYear,BedroomCount,LivingArea,KitchenType,Furnished,Fireplace,Terrace,TerraceArea,Garden,GardenArea,Facades,SwimmingPool,Condition,EPCScore,Latitude,Longitude
174,,10677619,Rue Emile Verhaeren,10,,,Liege,4031,WALLONIE,Liège,Liège,HOUSE,HOUSE,179000,residential_sale,1918.0,3,137,INSTALLED,False,False,True,16.0,True,145.0,2.0,False,GOOD,E,50.6145454,5.5881509
175,,10997600,Rue de Noidans,43,,,Seraing Ougrée,4102,WALLONIE,Liège,Liège,HOUSE,HOUSE,160000,residential_sale,1910.0,4,110,INSTALLED,False,False,True,,True,185.0,3.0,False,GOOD,F,50.6044171,5.5360376
176,,10993405,Rue des Bas-Sarts,42,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,180000,residential_sale,1918.0,3,100,INSTALLED,False,False,True,20.0,True,124.0,2.0,False,AS_NEW,C,50.5973254,5.4881705
177,,10906723,Rue Ernest Berthet,9,,,Céroux-Mousty,1341,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,180000,residential_sale,1940.0,3,126,NOT_INSTALLED,,False,,,True,160.0,2.0,,TO_RENOVATE,F,50.6602685,4.5654312
178,,10679324,Rue du Chene,268,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,159000,residential_sale,1920.0,3,87,INSTALLED,False,False,True,64.0,True,145.0,2.0,False,JUST_RENOVATED,F,50.6007164,5.51515
179,,11030656,Rue Chantelière,3,,,Huy,4500,WALLONIE,Huy,Liège,HOUSE,HOUSE,189000,residential_sale,1850.0,2,110,INSTALLED,,True,True,22.0,True,710.0,3.0,,AS_NEW,E,50.5080546,5.2422113
180,,11118577,Rue de Gaillarmont,19,,,Liège,4032,WALLONIE,Liège,Liège,HOUSE,HOUSE,159000,residential_sale,1918.0,3,177,SEMI_EQUIPPED,False,False,True,29.0,True,325.0,2.0,False,TO_RENOVATE,D,50.6138731,5.6160939
181,,11016538,Rue Pastor,29,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,150000,residential_sale,1875.0,6,190,SEMI_EQUIPPED,False,False,True,34.0,True,230.0,2.0,False,TO_RENOVATE,E,50.6122856,5.5071282
182,,11064142,Chemin du Bois du Curé,36,,,Namur,5100,WALLONIE,Namur,Namur,HOUSE,BUNGALOW,149000,residential_sale,1976.0,3,131,NOT_INSTALLED,False,False,True,60.0,True,1085.0,4.0,False,TO_RENOVATE,G,50.4181954,4.847814
183,,10909559,Rue Métrin Vinâve,16,,,Oupeye,4680,WALLONIE,Liège,Liège,HOUSE,HOUSE,149000,residential_sale,1850.0,4,130,INSTALLED,False,False,,,True,350.0,2.0,False,GOOD,D,50.7381006,5.610945
184,,11018580,Rue du Moulin,193,,,Oupeye,4680,WALLONIE,Liège,Liège,HOUSE,HOUSE,149000,residential_sale,1899.0,3,105,INSTALLED,False,False,True,47.0,True,492.0,3.0,False,TO_RENOVATE,F,50.7286714,5.6545019
185,,11010633,Rue de la Barge,128,,,Liege,4000,WALLONIE,Liège,Liège,HOUSE,HOUSE,145000,residential_sale,1962.0,3,105,INSTALLED,False,False,True,12.0,,110.0,3.0,False,GOOD,E,50.6106619,5.5384064
186,,11082868,Cité Jardin,28,,,Libramont-Chevigny,6800,WALLONIE,Neufchâteau,Luxembourg,HOUSE,HOUSE,140000,residential_sale,1931.0,3,66,USA_HYPER_EQUIPPED,False,False,True,5.0,True,525.0,2.0,False,TO_RENOVATE,G,49.913756,5.3775828
187,,11063895,Elzelestraat,130,,,Ronse,9600,FLANDERS,Oudenaarde,East Flanders,HOUSE,HOUSE,139000,residential_sale,1930.0,3,180,NOT_INSTALLED,False,False,,,True,130.0,2.0,False,TO_RENOVATE,F,50.7451299,3.6101343
188,,10911488,Avenue des Champs,80,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,139000,residential_sale,1918.0,2,105,SEMI_EQUIPPED,False,False,True,,True,105.0,2.0,False,GOOD,F,50.5982597,5.5189004
189,,10689391,Rue Tart,12,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,149000,residential_sale,1875.0,2,110,SEMI_EQUIPPED,False,False,True,13.0,True,185.0,2.0,False,GOOD,G,50.6039791,5.4956622
190,,10511092,Rue de Trazegnies,40,,,Liege,4000,WALLONIE,Liège,Liège,HOUSE,HOUSE,149000,residential_sale,1933.0,4,123,NOT_INSTALLED,False,False,True,,,150.0,3.0,False,TO_BE_DONE_UP,E,50.6134246,5.5520033
191,,10475954,Rue du Haut Pre,100,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,135000,residential_sale,1919.0,2,87,SEMI_EQUIPPED,False,False,True,17.0,True,120.0,2.0,False,TO_BE_DONE_UP,E,50.6015984,5.5331517
192,,10958524,Avenue de la Société Nationale,26,,,Herstal,4040,WALLONIE,Liège,Liège,HOUSE,HOUSE,149000,residential_sale,1930.0,2,95,INSTALLED,False,False,True,7.0,True,285.0,3.0,False,TO_RENOVATE,G,50.6760055,5.6147869
193,,10886425,Rue Joseph Hodeige,27,,,Liege,4030,WALLONIE,Liège,Liège,HOUSE,HOUSE,129000,residential_sale,1899.0,3,122,SEMI_EQUIPPED,False,False,True,64.0,True,300.0,3.0,False,TO_RENOVATE,E,50.6193686,5.606861
194,,10860840,Zonnestraat,49,,,Ronse,9600,FLANDERS,Oudenaarde,East Flanders,HOUSE,HOUSE,125000,residential_sale,1899.0,2,145,INSTALLED,False,False,True,10.0,,88.0,2.0,False,TO_BE_DONE_UP,F,50.7497692,3.5928241
195,,10906236,Jan van Nassaustraat,7,,,Ronse,9600,FLANDERS,Oudenaarde,East Flanders,HOUSE,HOUSE,119000,residential_sale,1880.0,3,117,SEMI_EQUIPPED,False,False,,,,60.0,2.0,,GOOD,D,50.7493899,3.592165
196,,10459784,Rue de Rotheux,238,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,125000,residential_sale,1935.0,2,61,INSTALLED,False,False,,,,50.0,2.0,False,GOOD,F,50.5812796,5.5033522
197,,11092112,Rue des Peupliers,6,,,Seraing,4101,WALLONIE,Liège,Liège,HOUSE,HOUSE,245000,residential_sale,1949.0,3,125,HYPER_EQUIPPED,False,False,True,40.0,True,210.0,2.0,False,JUST_RENOVATED,C,50.6219642,5.4861006
198,,11063896,Aatstraat,40,,,Ronse,9600,FLANDERS,Oudenaarde,East Flanders,HOUSE,HOUSE,245000,residential_sale,1948.0,4,146,INSTALLED,False,False,True,13.0,True,250.0,2.0,False,GOOD,C,50.741809,3.6076012
199,,10858078,Rue des Bons Buveurs,66,,,Saint-Nicolas,4420,WALLONIE,Liège,Liège,HOUSE,HOUSE,239000,residential_sale,1899.0,3,130,INSTALLED,False,False,True,25.0,True,200.0,2.0,False,GOOD,C,50.6388133,5.5338135
200,,11038616,Kammenstraat,100,,,Essen,2910,FLANDERS,Antwerp,Antwerp,HOUSE,HOUSE,240900,residential_sale,1945.0,3,114,INSTALLED,False,False,True,,True,330.0,2.0,False,TO_RENOVATE,F,51.4680581,4.4553341
201,,10961466,Rue des Bas-Sarts,135,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,249000,residential_sale,1959.0,4,153,INSTALLED,False,False,True,58.0,True,281.0,2.0,False,TO_BE_DONE_UP,C,50.5961081,5.4910742
202,,11084726,Rue des Béguines,38,,,Remicourt,4350,WALLONIE,Waremme,Liège,HOUSE,HOUSE,240000,residential_sale,1860.0,3,150,INSTALLED,False,False,True,,True,480.0,3.0,False,GOOD,C,50.6864531,5.3691805
203,,11094364,Rue Quinettes,44,,,Oupeye,4682,WALLONIE,Liège,Liège,HOUSE,HOUSE,239000,residential_sale,1938.0,3,166,INSTALLED,False,False,True,35.0,True,436.0,4.0,False,AS_NEW,C,50.7258705,5.6334234
204,,11094771,Rue des Bons Buveurs,33,,,MONTEGNÉE,4420,WALLONIE,Liège,Liège,HOUSE,HOUSE,239000,residential_sale,1950.0,6,220,SEMI_EQUIPPED,,True,,,True,250.0,2.0,False,TO_RENOVATE,D,50.6391583,5.5352287
205,,10909558,Rue Bas-Rhieux,37,,,Liege,4000,WALLONIE,Liège,Liège,HOUSE,HOUSE,234000,residential_sale,1918.0,3,129,INSTALLED,False,False,True,19.0,True,109.0,2.0,False,GOOD,D,50.6484314,5.5572093
206,,11077458,Rue Batti-du-Foi,82,,,Libin,6890,WALLONIE,Neufchâteau,Luxembourg,HOUSE,HOUSE,229000,residential_sale,1918.0,3,180,INSTALLED,False,False,True,,True,60.0,3.0,False,GOOD,E,49.9490886,5.2207404
207,,10629774,Rue de Rotheux,242,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,249000,residential_sale,1930.0,3,122,INSTALLED,False,False,True,34.0,True,267.0,3.0,False,GOOD,D,50.5812154,5.5033203
208,,11063964,Rue du Try,19,,,Court-Saint-Etienne,1490,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,225000,residential_sale,1849.0,3,154,NOT_INSTALLED,False,False,,,True,562.0,4.0,False,TO_RENOVATE,G,50.6098214,4.5426936
209,,10858284,Rue de la marquise,20,,,Halanzy,6792,WALLONIE,Arlon,Luxembourg,HOUSE,HOUSE,220000,residential_sale,1915.0,4,159,SEMI_EQUIPPED,False,False,True,42.0,True,360.0,3.0,False,TO_RENOVATE,G,49.5826321,5.7562931
210,,10405602,Rue des Trois Limites,110,,,Seraing,4102,WALLONIE,Liège,Liège,HOUSE,HOUSE,220000,residential_sale,1959.0,4,161,HYPER_EQUIPPED,False,False,True,26.0,True,303.0,3.0,True,JUST_RENOVATED,C,50.5948975,5.534272
211,,10870923,Rue Taque,64,,,Seraing,4101,WALLONIE,Liège,Liège,HOUSE,HOUSE,219900,residential_sale,1956.0,3,140,INSTALLED,True,False,True,11.0,,220.0,3.0,False,TO_BE_DONE_UP,D,50.6187426,5.5062909
212,,11024248,Heiveldstraat,111,,,Beveren,9120,FLANDERS,Sint-Niklaas,East Flanders,HOUSE,HOUSE,219000,residential_sale,1957.0,3,155,SEMI_EQUIPPED,False,False,True,15.0,True,228.0,2.0,False,TO_RENOVATE,F,51.2244367,4.2474823
213,,11058166,Rue Antiémont,40,,,Marche-en-Famenne,6900,WALLONIE,Marche-en-Famenne,Luxembourg,HOUSE,HOUSE,219000,residential_sale,1968.0,2,104,HYPER_EQUIPPED,False,False,True,80.0,True,559.0,3.0,False,AS_NEW,B,50.1748487,5.293849
214,,11109457,Rue des Cytises,46,,,Flémalle,4400,WALLONIE,Liège,Liège,HOUSE,HOUSE,219000,residential_sale,1969.0,2,102,INSTALLED,False,False,,,True,509.0,4.0,False,TO_RENOVATE,G,50.6170848,5.4454395
215,,10542512,Rue de la Jeunesse,82,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,219000,residential_sale,1950.0,2,100,USA_INSTALLED,False,False,True,53.0,True,373.0,3.0,False,GOOD,F,50.5878601,5.5028717
216,,10841095,Vaartstraat,114,,,Niel,2845,FLANDERS,Antwerp,Antwerp,HOUSE,HOUSE,214000,residential_sale,1932.0,2,147,INSTALLED,,True,True,20.0,True,555.0,2.0,,TO_RENOVATE,F,51.110173,4.3216956
217,,11035880,Place Capitaine Mostenne,45,,,On,6900,WALLONIE,Marche-en-Famenne,Luxembourg,HOUSE,HOUSE,210000,residential_sale,1850.0,3,172,SEMI_EQUIPPED,False,False,True,,True,1397.0,3.0,False,TO_BE_DONE_UP,G,50.1714031,5.2855385
218,,10396436,rue des paireuses,3B,,,Amay,4540,WALLONIE,Huy,Liège,HOUSE,BUNGALOW,199000,residential_sale,1965.0,3,102,SEMI_EQUIPPED,False,False,,,True,818.0,4.0,False,GOOD,E,50.5558161,5.3157536
219,,11099738,Rue Joseph Wauters,88,,,Oupeye,4683,WALLONIE,Liège,Liège,HOUSE,HOUSE,199000,residential_sale,1968.0,2,138,INSTALLED,False,False,True,21.0,True,172.0,3.0,False,GOOD,G,50.6973156,5.6524062
220,,10714842,Rue de la Baume,193,,,Seraing,4100,WALLONIE,Liège,Liège,HOUSE,HOUSE,199000,residential_sale,1862.0,4,125,INSTALLED,False,False,True,108.0,True,229.0,2.0,False,GOOD,F,50.6015482,5.5107987
221,,11009311,Rue des Chaineux,6,,,Liège,4032,WALLONIE,Liège,Liège,HOUSE,HOUSE,199000,residential_sale,1966.0,2,134,INSTALLED,False,False,True,16.0,True,143.0,2.0,False,TO_BE_DONE_UP,D,50.6144198,5.620434
222,,10915689,Rue de l'Abbaye,43,,,ANTHEIT,4520,WALLONIE,Huy,Liège,HOUSE,HOUSE,189000,residential_sale,1962.0,3,153,SEMI_EQUIPPED,,True,True,35.0,True,2720.0,4.0,,GOOD,F,50.5486947,5.2302525
223,,11104715,Avenue du Petit-Bourgogne,30,,,Liège,4000,WALLONIE,Liège,Liège,HOUSE,HOUSE,199000,residential_sale,1936.0,2,109,INSTALLED,,True,True,9.0,True,69.0,2.0,False,GOOD,E,50.6124195,5.5588112
224,,10925280,Place de la Loriette,8,,,Wavre,1300,WALLONIE,Nivelles,Walloon Brabant,HOUSE,HOUSE,195000,residential_sale,1850.0,1,70,INSTALLED,,True,,,,40.0,3.0,,JUST_RENOVATED,D,50.7177852,4.6032614
