ID,Street,HouseNumber,Box,Floor,City,PostalCode,Region,District,Province,PropertyType,PropertySubType,Price,SaleType,ConstructionYear,BedroomCount,LivingArea,KitchenType,Furnished,Fireplace,Terrace,TerraceArea,Garden,GardenArea,Facades,SwimmingPool,Condition,EPCScore,Latitude,Longitude,PropertyUrl
11050526,Avenue des Communautes,"4,B15",,1,Evere,1140,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,325000,residential_sale,2022,2,101,USA_HYPER_EQUIPPED,0,0,1,18,,,2,0,AS_NEW,A,50.8582632,4.4251766,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/11050526
11140880,Egmont Park,11,,2,Gavere,9890,FLANDERS,Gent,East Flanders,APARTMENT,APARTMENT,275450,residential_sale,2021,1,76,HYPER_EQUIPPED,0,0,1,11,,,4,0,AS_NEW,A,50.9284071,3.679605,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11140880
11140881,Egmont Park,11,,1,Gavere,9890,FLANDERS,Gent,East Flanders,APARTMENT,APARTMENT,269700,residential_sale,2021,1,76,HYPER_EQUIPPED,0,0,1,11,,,4,,AS_NEW,A,50.9284071,3.679605,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11140881
11155049,Nieuwelaan,121,,1,Grimbergen,1853,FLANDERS,Halle-Vilvoorde,Flemish Brabant,APARTMENT,APARTMENT,250000,residential_sale,1972,2,100,INSTALLED,0,0,1,16,,,4,0,GOOD,B,50.9027742,4.3473616,https://www.immoweb.be/en/classified/apartment/for-sale/grimbergen/1853/11155049
11154851,Avenue des Gerfauts,10,,12,Watermael-Boitsfort,1170,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,249000,residential_sale,1966,1,70,HYPER_EQUIPPED,,0,1,9,,,2,0,GOOD,F,50.8121476,4.4174092,https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/11154851
11153142,Boulevard Géneral Jacques,42,,3,Ixelles,1050,BRUSSELS,Brussels,Brussels,APARTMENT,FLAT_STUDIO,247500,residential_sale,1969,0,44,INSTALLED,0,0,1,4,,,2,0,AS_NEW,F,50.8176653,4.3785382,https://www.immoweb.be/en/classified/flat-studio/for-sale/ixelles/1050/11153142
11154878,Boulevard Leopold II,61,20,2,Molenbeek-Saint-Jean,1080,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,215000,residential_sale,2012,2,70,USA_INSTALLED,,0,,,,,2,0,GOOD,C,50.8601331,4.3424018,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/11154878
11153826,Paul Vekemanslaan,61, 3v,3,HOBOKEN,2660,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,210000,residential_sale,1980,3,93,INSTALLED,,0,1,7,,,,,JUST_RENOVATED,C,51.1763192,4.3620869,https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/11153826
11156429,Square Vergote,9,,4,Woluwe-Saint-Lambert,1200,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,785000,residential_sale,1990,3,230,USA_HYPER_EQUIPPED,0,0,1,20,,,2,0,GOOD,G,50.8447709,4.4039522,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11156429
11154663,rue Groeselenberg,53,0,2,Uccle,1180,BRUSSELS,Brussels,Brussels,APARTMENT,PENTHOUSE,1295000,residential_sale,2022,3,179,USA_HYPER_EQUIPPED,0,0,1,36,,,4,0,AS_NEW,C,50.8026478,4.3523223,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/11154663
11012764,Avenue des Communautes,4,,14,Evere,1140,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,525000,residential_sale,2022,3,140,USA_HYPER_EQUIPPED,0,0,1,13,,,2,0,AS_NEW,A,50.859963,4.4210558,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/11012764
11156677,Bayauxlaan,34,A1,1,Knokke-Heist,8300,FLANDERS,Brugge,West Flanders,APARTMENT,APARTMENT,445000,residential_sale,1936,2,75,HYPER_EQUIPPED,1,0,,,,,2,0,JUST_RENOVATED,C,51.3491379,3.2854853,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11156677
11153848,Rue Roberts Jones - Roberts Jonesstraat,38,,2,Uccle,1180,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,340000,residential_sale,1974,1,48,USA_HYPER_EQUIPPED,1,0,,,,,1,0,AS_NEW,C,50.8074827,4.3552938,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11153848
11064472,Avenue Minerve,37,32,9,Forest,1190,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,350000,residential_sale,1960,2,102,INSTALLED,0,0,1,12,,,2,0,GOOD,C,50.8100491,4.3308705,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/11064472
11152248,Zilverstraat,16,3.06,3,Bruxelles,1000,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,289000,residential_sale,2012,1,88,HYPER_EQUIPPED,0,0,,,,,2,0,GOOD,B,50.8507767,4.3556963,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11152248
10699181,Leopoldhelling,4,,8,BLANKENBERGE,8370,FLANDERS,Brugge,West Flanders,APARTMENT,APARTMENT,279000,residential_sale,1981,1,58,INSTALLED,,0,1,,,,,,GOOD,B,51.3146594,3.122708,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10699181
11151762,Avenue Wielemans Ceuppens,169,,5,Forest,1190,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,275000,residential_sale,1962,2,79,INSTALLED,0,0,,,,,2,0,AS_NEW,G,50.8240738,4.3336574,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/11151762
11150545,Veronicastraat,3,,1,Gent,9000,FLANDERS,Gent,East Flanders,APARTMENT,APARTMENT,260000,residential_sale,1965,2,99,INSTALLED,0,0,1,4,,,2,0,GOOD,B,51.0749207,3.713325,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11150545
11135884,Rogierlaan,23,4,3,Blankenberge,8370,FLANDERS,Brugge,West Flanders,APARTMENT,APARTMENT,199000,residential_sale,1885,2,92,USA_HYPER_EQUIPPED,,0,,,,,,0,AS_NEW,C,51.3165723,3.1335767,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11135884
11152299,KRUIDTUINLAAN,"3, B3",,3,Brussels City,1000,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,195000,residential_sale,2010,1,33,INSTALLED,1,1,1,3,,,3,,GOOD,E,50.8546109,4.3606333,https://www.immoweb.be/en/classified/apartment/for-sale/brussels-city/1000/11152299
11150748,Rue du Bivouac,1,,1,ANDERLECHT,1070,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,184900,residential_sale,1965,2,65,NOT_INSTALLED,0,0,,,,,2,0,TO_RENOVATE,G,50.8478801,4.3146214,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11150748
11152298,KIEKENMARKT,52, 216,2,Brussels City,1000,BRUSSELS,Brussels,Brussels,APARTMENT,FLAT_STUDIO,165000,residential_sale,2014,0,33,USA_HYPER_EQUIPPED,1,1,,,,,2,,GOOD,E,50.8485452,4.3516458,https://www.immoweb.be/en/classified/flat-studio/for-sale/brussels-city/1000/11152298
11151417,Rue Marcel Remy,1, 3/6,3,GRIVEGNÉE,4030,WALLONIE,Liège,Liège,APARTMENT,APARTMENT,139000,residential_sale,1976,2,73,NOT_INSTALLED,,0,1,11,,,2,,TO_BE_DONE_UP,E,50.6281169,5.6291037,https://www.immoweb.be/en/classified/apartment/for-sale/grivegnee/4030/11151417
11155286,Clos Albert Crommelynck,44,,1,Auderghem,1160,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,700000,residential_sale,2005,2,132,HYPER_EQUIPPED,0,0,1,36,,,4,0,GOOD,D,50.8236011,4.4305544,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/11155286
11154854,Avenue du Gobelet d'Or,6,,1,Woluwe-Saint-Lambert,1200,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,490000,residential_sale,1991,3,144,INSTALLED,0,0,,,,,2,0,GOOD,D,50.8478208,4.4455682,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11154854
11140882,Onderstraat,9,,2,Gavere,9890,FLANDERS,Gent,East Flanders,APARTMENT,DUPLEX,442375,residential_sale,2021,3,148,HYPER_EQUIPPED,0,0,1,11,,,4,0,AS_NEW,A,50.929796,3.6626257,https://www.immoweb.be/en/classified/duplex/for-sale/gavere/9890/11140882
11140883,Onderstraat,9,,2,Gavere,9890,FLANDERS,Gent,East Flanders,APARTMENT,DUPLEX,438875,residential_sale,2021,3,146,HYPER_EQUIPPED,0,0,1,11,,,4,0,AS_NEW,A,50.929796,3.6626257,https://www.immoweb.be/en/classified/duplex/for-sale/gavere/9890/11140883
11140877,Egmont Park,11,,3,Gavere,9890,FLANDERS,Gent,East Flanders,APARTMENT,APARTMENT,419760,residential_sale,2021,2,165,HYPER_EQUIPPED,0,0,1,11,,,4,0,AS_NEW,A,50.9284071,3.679605,https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11140877
11153221,Avenue Général Dossin de Saint-Georges,61,,2,Ixelles,1050,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,395000,residential_sale,1956,2,108,INSTALLED,,0,1,,,,3,0,AS_NEW,D,50.8095584,4.3868558,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11153221
11147393,Leopoldstraat,63, 5V,5,ANTWERPEN,2000,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,167000,residential_sale,1967,1,38,SEMI_EQUIPPED,,0,1,3,,,2,,JUST_RENOVATED,C,51.2133243,4.4074277,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11147393
11147394,Leopoldstraat,63, 5V,5,ANTWERPEN,2000,FLANDERS,Antwerp,Antwerp,APARTMENT,FLAT_STUDIO,167000,residential_sale,1967,1,38,SEMI_EQUIPPED,,0,1,3,,,2,,JUST_RENOVATED,C,51.2133243,4.4074277,https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerpen/2000/11147394
11146421,Hoogstraat,15,101,1,Ronse,9600,FLANDERS,Oudenaarde,East Flanders,APARTMENT,APARTMENT,129000,residential_sale,1950,1,68,INSTALLED,0,0,,,,,2,0,TO_BE_DONE_UP,B,50.7459434,3.5986088,https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/11146421
11157141,Avenue De Broqueville - De Broquevillelaan,97,,1,Woluwe-Saint-Lambert,1200,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,460000,residential_sale,1958,2,110,HYPER_EQUIPPED,,1,1,15,,,2,0,JUST_RENOVATED,D,50.840811,4.4138355,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11157141
11156789,Jacques Georginlaan,30,,6,Woluwe-Saint-Lambert,1200,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,400000,residential_sale,2019,2,98,USA_HYPER_EQUIPPED,0,0,1,12,,,2,0,AS_NEW,C,50.8550464,4.4113738,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11156789
11156502,Avenue de l'Atlantique,88,,4,Woluwe-Saint-Pierre,1150,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,398000,residential_sale,1958,3,124,SEMI_EQUIPPED,0,0,1,9,,,3,0,TO_BE_DONE_UP,G,50.8295399,4.418699,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/11156502
11157252,Putsesteenweg,252, 12,1,BONHEIDEN,2820,FLANDERS,Mechelen,Antwerp,APARTMENT,APARTMENT,325000,residential_sale,2020,2,76,INSTALLED,,0,1,,,,3,,GOOD,A,51.0366155,4.5537964,https://www.immoweb.be/en/classified/apartment/for-sale/bonheiden/2820/11157252
11156375,Harmoniestraat,34, 4,4,ANTWERPEN 2018,2018,FLANDERS,Antwerp,Antwerp,APARTMENT,PENTHOUSE,285000,residential_sale,1974,2,96,INSTALLED,,1,,,,,,,GOOD,F,51.2029692,4.4097576,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerpen-2018/2018/11156375
11156539,Rue Alphonse Vandenpeereboom,162,,9,MOLENBEEK-SAINT-JEAN,1080,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,219000,residential_sale,2020,1,60,HYPER_EQUIPPED,,0,1,5,,,2,0,AS_NEW,B,50.849107,4.3228392,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/11156539
11153218,Rue de Malmedy,16,,2,Waimes,4950,WALLONIE,Verviers,Liège,APARTMENT,APARTMENT,299000,residential_sale,2022,3,138,,0,0,1,40,,,,0,AS_NEW,B,50.4150467,6.107856,https://www.immoweb.be/en/classified/apartment/for-sale/waimes/4950/11153218
11149565,Swolfsstraat,10, 5C,5,KNOKKE,8300,FLANDERS,Brugge,West Flanders,APARTMENT,PENTHOUSE,925000,residential_sale,1978,2,82,SEMI_EQUIPPED,,0,1,72,,,2,,TO_RENOVATE,C,51.3539739,3.2936069,https://www.immoweb.be/en/classified/penthouse/for-sale/knokke/8300/11149565
11148735,Av. de la Forêt,196,,1,Bruxelles,1000,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,595000,residential_sale,1950,3,172,HYPER_EQUIPPED,0,0,,,,,2,0,AS_NEW,D,50.7977354,4.3961315,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11148735
11149338,Boulevard Edmond Machtens,184,,7,Molenbeek-saint-jean,1080,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,299000,residential_sale,2006,2,95,USA_HYPER_EQUIPPED,0,0,1,13,,,2,0,AS_NEW,E,50.8506778,4.3016979,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/11149338
11149593,Kruisbekstraat,13, 302,3,Merksem,2170,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,249000,residential_sale,1967,3,96,INSTALLED,,1,,,,,2,,GOOD,B,51.2558069,4.436032,https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/11149593
11149067,Derbystraat,126,,4,Sint Denijs Westrem,9051,FLANDERS,Gent,East Flanders,APARTMENT,SERVICE_FLAT,165000,residential_sale,1996,1,93,HYPER_EQUIPPED,0,0,1,11,,,2,1,GOOD,C,51.0235853,3.6949472,https://www.immoweb.be/en/classified/service-flat/for-sale/sint-denijs-westrem/9051/11149067
10971611,Holstraat,44,,3,Waregem,8790,FLANDERS,Kortrijk,West Flanders,APARTMENT,FLAT_STUDIO,115000,residential_sale,1992,1,37,USA_INSTALLED,0,0,,,,,,0,JUST_RENOVATED,D,50.884982,3.435005,https://www.immoweb.be/en/classified/flat-studio/for-sale/waregem/8790/10971611
11020971,Holstraat,44,,3,Waregem,8790,FLANDERS,Kortrijk,West Flanders,APARTMENT,FLAT_STUDIO,115000,residential_sale,1992,1,37,USA_INSTALLED,0,0,,,,,,0,JUST_RENOVATED,E,50.884982,3.435005,https://www.immoweb.be/en/classified/flat-studio/for-sale/waregem/8790/11020971
11153088,avenue de la renaissance,21,,6,Brussels,1000,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,795000,residential_sale,1980,3,205,INSTALLED,0,0,1,15,,,2,0,GOOD,D,50.843715,4.390069,https://www.immoweb.be/en/classified/apartment/for-sale/brussels/1000/11153088
11154549,Joseph Bens,43,,1,Uccle,1180,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,450000,residential_sale,1969,3,110,USA_HYPER_EQUIPPED,0,0,1,10,,,2,0,GOOD,D,50.8078684,4.3344996,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11154549
11153149,Jacques Georginlaan,30,,6,Schaerbeek,1030,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,400000,residential_sale,2019,2,98,USA_HYPER_EQUIPPED,0,0,1,12,,,2,0,AS_NEW,C,50.8550464,4.4113738,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/11153149
11154864,ZEEDIJK,65,,2,BLANKENBERGE,8370,FLANDERS,Brugge,West Flanders,APARTMENT,APARTMENT,349000,residential_sale,1989,2,73,INSTALLED,1,0,1,,,,2,,GOOD,C,51.3143428,3.1203675,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11154864
11155179,Avenue Herbert Hoover,126,,2,WOLUWE-SAINT-LAMBERT,1200,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,325000,residential_sale,1964,1,67,USA_HYPER_EQUIPPED,,0,1,2,,,,,JUST_RENOVATED,D,50.84882,4.4106662,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11155179
11155256,Avenue Herbert Hoover,126,,2,SCHAERBEEK,1030,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,325000,residential_sale,1964,1,67,USA_HYPER_EQUIPPED,,0,1,2,,,,,JUST_RENOVATED,D,50.84882,4.4106662,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/11155256
11154987,Square Servaes Hoedemaekers,24,A01,1,Evere,1140,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,279000,residential_sale,1966,3,93,INSTALLED,0,0,1,9,,,2,0,GOOD,E,50.8726595,4.4045875,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/11154987
11155100,Rue Steenvelt,26,,3,Uccle,1180,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,275000,residential_sale,1974,1,55,SEMI_EQUIPPED,0,0,1,10,,,2,0,AS_NEW,E,50.7830269,4.3248264,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11155100
11155334,Rue de Stalle,178,,2,Uccle,1180,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,250000,residential_sale,1952,2,74,USA_HYPER_EQUIPPED,0,0,,,,,2,0,GOOD,G,50.7960701,4.3266107,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11155334
11153901,Haspengouwstraat ,33, 2v,2,HOBOKEN,2660,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,249900,residential_sale,2007,2,100,INSTALLED,,0,1,10,,,2,,AS_NEW,A,51.1825491,4.3602193,https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/11153901
11148717,Rue Alphonse Vandenpeereboom,162,,9,MOLENBEEK-SAINT-JEAN,1080,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,229000,residential_sale,2020,1,71,HYPER_EQUIPPED,,0,1,,,,2,0,AS_NEW,B,50.849107,4.3228392,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/11148717
11153802,Rue de Danemark,31,,1,SAINT-GILLES,1060,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,220000,residential_sale,1963,2,70,SEMI_EQUIPPED,,0,,,,,2,0,GOOD,E,50.8319424,4.3356801,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/11153802
11153495,Donkerstraat,"1,0201",,2,Leuven,3000,FLANDERS,Leuven,Flemish Brabant,APARTMENT,FLAT_STUDIO,155000,residential_sale,1977,0,16,INSTALLED,0,0,1,4,,,4,,AS_NEW,D,50.8878729,4.6918041,https://www.immoweb.be/en/classified/flat-studio/for-sale/leuven/3000/11153495
11148338,Rue Abbé Michel Renard,"1, 21",,2,Nivelles,1400,WALLONIE,Nivelles,Walloon Brabant,APARTMENT,APARTMENT,330000,residential_sale,2020,2,82,INSTALLED,,1,1,7,,,4,,AS_NEW,B,50.6028831,4.3382214,https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/11148338
11147883,Avenue Thomas Frissen,2,,4,Auderghem,1160,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,290000,residential_sale,1962,2,80,INSTALLED,0,0,1,7,,,,0,GOOD,D,50.823161,4.4103857,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/11147883
10658716,Zeedijk,165,,3,BLANKENBERGE,8370,FLANDERS,Brugge,West Flanders,APARTMENT,APARTMENT,269000,residential_sale,1970,2,70,SEMI_EQUIPPED,1,0,1,,,,,,TO_BE_DONE_UP,B,51.3172898,3.1331847,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10658716
11147112,Potvlietlaan,"1, 9",,9,Berchem,2600,FLANDERS,Antwerp,Antwerp,APARTMENT,APARTMENT,189000,residential_sale,1976,2,90,SEMI_EQUIPPED,,1,1,12,,,2,,GOOD,C,51.2044084,4.4427596,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11147112
11142083,Montebellostraat,2, 207,2,ANTWERPEN,2018,FLANDERS,Antwerp,Antwerp,APARTMENT,FLAT_STUDIO,187000,residential_sale,1970,1,42,INSTALLED,,0,1,7,,,2,,AS_NEW,B,51.2081873,4.4082537,https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerpen/2018/11142083
11140941,Faubourg de Binche,"4,8",,3,Le Roeulx,7070,WALLONIE,Soignies,Hainaut,APARTMENT,APARTMENT,185000,residential_sale,2014,1,68,INSTALLED,,0,,,,,,,GOOD,B,50.4991933,4.1096622,https://www.immoweb.be/en/classified/apartment/for-sale/le-roeulx/7070/11140941
11150505,Boulevard Saint-Michel,115,,7,Etterbeek,1040,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,749000,residential_sale,1935,3,197,USA_HYPER_EQUIPPED,0,0,1,19,,,4,0,AS_NEW,F,50.8325261,4.404477,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/11150505
11150872,Avenue Général de Gaulle,26,,7,Ixelles,1050,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,720000,residential_sale,1938,3,170,HYPER_EQUIPPED,0,0,1,7,,,4,0,GOOD,G,50.8256837,4.3707899,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11150872
11150619,Avenue Louise,160A,,3,Ixelles,1050,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,495000,residential_sale,1958,3,134,INSTALLED,0,0,1,12,,,2,0,GOOD,D,50.8286819,4.3630138,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11150619
11151844,Digue du Canal,115,D34,3,Anderlecht,1070,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,399000,residential_sale,2020,3,126,USA_SEMI_EQUIPPED,0,0,1,16,,,,0,AS_NEW,B,50.8251182,4.308844,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11151844
11150896,Avenue George Bergmann,76,,3,Ixelles,1050,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,330000,residential_sale,1950,1,95,SEMI_EQUIPPED,0,0,1,10,,,2,0,GOOD,D,50.8084836,4.3904443,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11150896
11150509,Pontstraat,32, 7,5,AALST,9300,FLANDERS,Aalst,East Flanders,APARTMENT,APARTMENT,279000,residential_sale,1993,2,126,SEMI_EQUIPPED,,0,1,,,,2,,GOOD,B,50.9364487,4.0430635,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/11150509
11150560,Bergdal,"2,006",,2,Grimbergen,1853,FLANDERS,Halle-Vilvoorde,Flemish Brabant,APARTMENT,APARTMENT,239000,residential_sale,1958,2,85,INSTALLED,0,0,1,28,,,3,0,GOOD,F,50.90249,4.3537421,https://www.immoweb.be/en/classified/apartment/for-sale/grimbergen/1853/11150560
11137657,Boulevard de la Cambre,25,2.3,2,Bruxelles,1000,BRUSSELS,Brussels,Brussels,APARTMENT,KOT,216500,residential_sale,2022,0,24,INSTALLED,1,0,,,,,2,0,AS_NEW,B,50.8161189,4.374468,https://www.immoweb.be/en/classified/kot/for-sale/bruxelles/1000/11137657
11151820,Lefebvrestraat,20,,1,Nieuwpoort,8620,FLANDERS,Veurne,West Flanders,APARTMENT,FLAT_STUDIO,165000,residential_sale,2000,0,30,INSTALLED,1,1,1,5,,,2,,GOOD,B,51.1478453,2.7163774,https://www.immoweb.be/en/classified/flat-studio/for-sale/nieuwpoort/8620/11151820
11144379,Rue du Tabellion,41,5,2,Ixelles,1050,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,449000,residential_sale,2003,2,95,HYPER_EQUIPPED,0,0,1,4,,,2,0,TO_BE_DONE_UP,C,50.822741,4.3558629,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11144379
11144814,Keizer Karelstraat,204, 102,1,GENT,9000,FLANDERS,Gent,East Flanders,APARTMENT,APARTMENT,325000,residential_sale,1920,1,76,INSTALLED,,0,,,,,2,,GOOD,D,51.0503957,3.7335394,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11144814
11143793,Rue de Genève,7,,3,Evere,1140,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,240000,residential_sale,2013,1,45,USA_HYPER_EQUIPPED,1,0,1,,,,2,0,AS_NEW,B,50.8639409,4.4034631,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/11143793
11144586,FREESIADREEF,14, 14,1,Schaerbeek,1030,BRUSSELS,Brussels,Brussels,APARTMENT,FLAT_STUDIO,165000,residential_sale,1998,0,31,INSTALLED,1,1,1,1,,,2,,GOOD,E,50.8653969,4.3900308,https://www.immoweb.be/en/classified/flat-studio/for-sale/schaerbeek/1030/11144586
11155018,avenue Maurice,11,,3,Ixelles,1050,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,795000,residential_sale,1974,3,184,INSTALLED,0,0,,,,,2,0,TO_BE_DONE_UP,E,50.8162571,4.3804238,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11155018
11146192,Avenue des Celtes,8,,2,Woluwe-Saint-Lambert,1200,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,635000,residential_sale,1912,2,114,USA_HYPER_EQUIPPED,0,0,1,4,,,2,0,AS_NEW,D,50.8387337,4.398459,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11146192
11146191,Avenue des Celtes,8,,2,Woluwe-Saint-Pierre,1150,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,635000,residential_sale,1912,2,114,USA_HYPER_EQUIPPED,0,0,1,4,,,2,0,AS_NEW,D,50.8387337,4.398459,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/11146191
11150386,Ferdinand Lousbergskaai,81,,2,Ghent,9000,FLANDERS,Gent,East Flanders,APARTMENT,APARTMENT,398000,residential_sale,1965,3,95,HYPER_EQUIPPED,,0,1,5,,,2,0,AS_NEW,B,51.0480955,3.7393814,https://www.immoweb.be/en/classified/apartment/for-sale/ghent/9000/11150386
11148725,Rue de la Filature,20,,7,Anderlecht,1070,BRUSSELS,Brussels,Brussels,APARTMENT,APARTMENT,289500,residential_sale,2022,2,87,USA_HYPER_EQUIPPED,,0,1,11,,,3,0,AS_NEW,A,50.8296128,4.3164317,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11148725
11150926,Swolfsstraat,10, 5C,5,KNOKKE,8300,FLANDERS,Brugge,West Flanders,APARTMENT,APARTMENT,925000,residential_sale,1978,2,82,SEMI_EQUIPPED,,0,1,72,,,2,,TO_RENOVATE,C,51.3539739,3.2936069,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11150926
